2026-01-23 00:01:02.547 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] [c603442e-981c-4f82-8615-5a8c1154f66b] | http-nio-8080-exec-1 | com.gasagency.service.SaleService | Creating new sale with request: com.gasagency.dto.CreateSaleRequestDTO@1b451d7c
2026-01-23 00:01:02.555 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] [c603442e-981c-4f82-8615-5a8c1154f66b] | http-nio-8080-exec-1 | c.g.service.InventoryStockService | OPERATION_SUCCESS | operation=GET_STOCK_WAREHOUSE_VARIANT_WITH_LOCK | warehouseId=1 | variantId=1 | filledQty=81 | emptyQty=104
2026-01-23 00:01:02.558 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] [c603442e-981c-4f82-8615-5a8c1154f66b] | http-nio-8080-exec-1 | com.gasagency.service.SaleService | Sale validation complete - Total amount: 2800.00, Items: 1
2026-01-23 00:01:02.565 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] [c603442e-981c-4f82-8615-5a8c1154f66b] | http-nio-8080-exec-1 | c.g.s.CustomerCylinderLedgerService | getCustomerPreviousDue - customerId: 1, total entries found: 15
2026-01-23 00:01:02.565 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] [c603442e-981c-4f82-8615-5a8c1154f66b] | http-nio-8080-exec-1 | c.g.s.CustomerCylinderLedgerService | Latest ledger for customer 1 - Entry ID: 15, Due Amount: 11700.00, Total Amount: 4200.00, Amount Received: 1200.00
2026-01-23 00:01:02.565 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] [c603442e-981c-4f82-8615-5a8c1154f66b] | http-nio-8080-exec-1 | com.gasagency.service.SaleService | Payment validation - customerId: 1, previousDue: 11700.00, currentSale: 2800.00, totalDue: 14500.00, amountReceived: 1000
2026-01-23 00:01:02.569 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] [c603442e-981c-4f82-8615-5a8c1154f66b] | http-nio-8080-exec-1 | com.gasagency.service.SaleService | Sale created with id: 9 for customer: Tushar - Total: 2800.00 - Reference: SO-WH001-202601-000006
2026-01-23 00:01:02.575 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] [c603442e-981c-4f82-8615-5a8c1154f66b] | http-nio-8080-exec-1 | c.g.service.InventoryStockService | OPERATION_SUCCESS | operation=DECREMENT_FILLED_QTY | warehouseId=1 | variantId=1 | newQty=79
2026-01-23 00:01:02.579 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] [c603442e-981c-4f82-8615-5a8c1154f66b] | http-nio-8080-exec-1 | c.g.s.CustomerCylinderLedgerService | OPERATION_START | operation=CREATE_LEDGER_ENTRY | customerId=1 | warehouseId=1 | variantId=1
2026-01-23 00:01:02.586 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] [c603442e-981c-4f82-8615-5a8c1154f66b] | http-nio-8080-exec-1 | c.g.s.CustomerCylinderLedgerService | OPERATION_SUCCESS | operation=CREATE_LEDGER_ENTRY | id=16 | customerId=1 | balance=21
2026-01-23 00:01:02.595 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] [c603442e-981c-4f82-8615-5a8c1154f66b] | http-nio-8080-exec-1 | com.gasagency.service.SaleService | Sale 9 completed successfully for customer Tushar
2026-01-23 00:01:02.595 | INFO  | [fc84e346-a762-4cea-899f-16650177b0d6] [] [c603442e-981c-4f82-8615-5a8c1154f66b] | http-nio-8080-exec-1 | com.gasagency.service.SaleService | TRANSACTION_SUMMARY | txnId=c603442e-981c-4f82-8615-5a8c1154f66b | saleId=9 | customer=Tushar | amount=2800.00 | duration=48ms
2026-01-23 00:01:20.634 | INFO  | [5e96229b-db87-40f2-b966-fd238c06fa12] [] [4566a88f-1c70-4773-aa14-7bcc60166107] | http-nio-8080-exec-8 | com.gasagency.service.SaleService | Creating new sale with request: com.gasagency.dto.CreateSaleRequestDTO@222f0455
2026-01-23 00:01:20.645 | INFO  | [5e96229b-db87-40f2-b966-fd238c06fa12] [] [4566a88f-1c70-4773-aa14-7bcc60166107] | http-nio-8080-exec-8 | c.g.service.InventoryStockService | OPERATION_SUCCESS | operation=GET_STOCK_WAREHOUSE_VARIANT_WITH_LOCK | warehouseId=1 | variantId=1 | filledQty=79 | emptyQty=104
